0,11.13064956665039,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', 'ulous', ' reptiles', ' generational', ' 329', ' Mub', 'sb', ' ELE', ' Later', '[/', ' Messi', ' commitment', ' shoots', 'enda', 'WAYS', ' DNS', ' fist', ' Spicer', ' GoPro', ' Bale', 'Pacific']"
10,9.250129699707031,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' peak', ' farewell', ' effortlessly', ' fifty', ' omission', ' glands', 'endif', ' instr', ' Fusion', 'checked', ' popcorn', 'Tx', ' Julio', 'status', ' manage', ' Dub', 'bit', ' correspondent', ' race', ' Bolshe']"
20,8.636553764343262,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', 'aren', ' Rating', ' >>', 'client', 'itution', ')', 'OVA', 'dra', 'Final', 'Sep', 'Load', 'ティ', ' claiming', ' fill', 'heter', 'personal', ' VERY', ' heartbeat', 'Exit', ' fins']"
30,7.611217021942139,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' problem', ' Tulsa', 'May', 'uggest', 'dat', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', 'ible', ' ']"
40,6.483464241027832,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' Koh', ' as', 'max', 'STEP', ' all', 'encers', ' tested', ' upfront', ' sunshine', ' cases', ' disrupt', ' J', '�', 'ogo', 'ERS', ' forget', ' Marg', '�', ' gold', ' signatures']"
50,5.96090841293335,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' than', ' symbolic', 'igan', 'room', 'What', ' ', ' ', ' ', ' ', ' ', '�', 'gom', ' manner', ' money', '�', ' to', 'ly', ' Normandy', ' on', ' that']"
60,5.905484199523926,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' retire', ' ', ' ', ' ', ' ', ' ', ' ', ' ', '.', ' of', ' trivia', ' I', ' the', ' English', ' the', ' ', ':', ' to', ' jumped', ' of']"
70,5.534692287445068,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', 'cas', ' as', ' �', ' celebrate', ' of', 'scar', 'eal', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' �', ' forests', ' which', ' last', ' I', ' There']"
80,5.735267162322998,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' to', ' furthe', ' to', ' wood', ' vent', ' ', ' ', ' ', ' ', ' We', ' quick', ',', ' is', 'language', '.', ' my', '.', ' as', ' damp', ' a']"
90,5.065591335296631,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' first', ' what', ' was', ' ', ' his', ' to', ' consider', ',', 'dist', 'Never', ' one', ' of', ' fear', ' ', ' ', ' ', ' ', ' ', ' ', ' fresh']"
100,5.625160217285156,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' an', ' excessive', ' Cunningham', ' Holy', ' finished', ' out', '�', '�', '�', ' the', ' chance', 'May', ' had', ' country', ' three', ' a', ' ', ' ', ' ', ' ']"
110,5.304845809936523,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' familiar', '.', ' works', ' you', '�', ' ', ' ', ' ', '�', '.', 'ening', ' with', '.', ' and', ' yet', ' ', ' ', ' ', ' ', ' ']"
120,5.414321422576904,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', 'ary', ' for', ' and', '�', ' thin', ' ', ' ', ' ', ' ', ' door', ' Do', ' in', ' hours', ' though', ' terrible', ' hardly', ' should', 'aven', ' to', ' came']"
130,5.06268835067749,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' fell', ' �', '�', '�', 'in', ',', ' and', ' be', ' He', ' in', ' this', ' shook', '�', '�', ' Of', ' Administrator', ' ', ' ', ' then', ' left']"
